crime_category,crime_type,chrgcnt,ucr,district,beat_number,map_reference,incident_number,time_from,time_to,date_from,date_to,crimeday,location_category,lat,lon,apartment_complex,residential_subdivision,activity_date,phxrecordstatus,phxcommunity,phxstatus,record,offensecategory,violentproperty,domestic,location,radio,street
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D3,118,P045,17005614,0001-01-01 19:45:46+00:00,0001-01-01 19:45:47+00:00,7/1/2017,7/1/2017,SATURDAY,TOWN OWNED,35.75187242,-78.73785638,FRANKLIN APARTMENTS,FRANKLIN AT CROSSROADS,,,No,,10115,Simple Assault,Part II,Y,35.751872419; -78.73785638,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D2,119,P124,17000449,0001-01-01 20:45:00+00:00,0001-01-01 20:49:00+00:00,1/16/2017,1/16/2017,MONDAY,TOWN OWNED,35.84835223,-78.88930527,,PARKSIDE TOWN COMMONS,,,No,,10221,Simple Assault,Part II,N,35.848352226; -78.88930527,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D2,119,P124,17001898,0001-01-01 15:41:00+00:00,0001-01-01 15:41:00+00:00,3/5/2017,3/5/2017,SUNDAY,TOWN OWNED,35.84835223,-78.88930527,,PARKSIDE TOWN COMMONS,,,No,,10222,Simple Assault,Part II,N,35.848352226; -78.88930527,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D2,119,P124,17006469,0001-01-01 20:10:00+00:00,0001-01-01 20:10:00+00:00,7/31/2017,7/31/2017,MONDAY,TOWN OWNED,35.84835223,-78.88930527,,PARKSIDE TOWN COMMONS,,,No,,10223,Simple Assault,Part II,N,35.848352226; -78.88930527,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D1,120,P062,17005354,0001-01-01 22:05:00+00:00,0001-01-01 22:14:04+00:00,6/23/2017,6/23/2017,FRIDAY,TOWN OWNED,35.77185401,-78.77829721,,GREENWOOD FOREST,,,No,,10370,Simple Assault,Part II,Y,35.771854011; -78.77829721,Everything,
AGGRAVATED ASSAULT,ASSAULT - SIMPLE PHYSICAL (NON-AGGRAVATED),,810,D2,121,P069,17001737,0001-01-01 19:32:43+00:00,0001-01-01 19:32:44+00:00,2/27/2017,2/27/2017,MONDAY,TOWN OWNED,35.8137545,-78.85393736,,PRESTON VILLAGE NORTH,,,No,,10411,Simple Assault,Part II,Y,35.813754502; -78.85393736,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,111,P021,17008261,0001-01-01 07:00:00+00:00,0001-01-01 07:00:00+00:00,9/24/2017,9/24/2017,SUNDAY,TOWN OWNED,35.82357317,-78.82092879,,,,,No,,10595,Burglary,Part I,N,35.823573171; -78.82092879,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,111,P024,17003730,0001-01-01 10:40:00+00:00,0001-01-01 17:00:00+00:00,5/3/2017,5/3/2017,WEDNESDAY,TOWN OWNED,35.81616028,-78.78950897,,SILVERCLIFF,,,No,,10748,Burglary,Part I,N,35.816160278; -78.78950897,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,111,P025,17004237,0001-01-01 20:30:00+00:00,0001-01-01 05:00:00+00:00,5/18/2017,5/19/2017,FRIDAY,TOWN OWNED,35.79502327,-78.7862985,BOUNDARY VILLAGE APTS.,BOUNDARY VILLAGE APTS,16-Sep-15,Active,Yes,Active,10818,Burglary,Part I,N,35.795023273; -78.7862985,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,111,P025,17005284,0001-01-01 16:00:00+00:00,0001-01-01 18:30:00+00:00,6/21/2017,6/21/2017,WEDNESDAY,TOWN OWNED,35.79433732,-78.78658906,BOUNDARY VILLAGE APTS.,BOUNDARY VILLAGE APTS,16-Sep-15,Active,Yes,Active,10819,Burglary,Part I,N,35.794337316; -78.78658906,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,111,P080,17001080,0001-01-01 10:00:00+00:00,0001-01-01 12:30:00+00:00,2/6/2017,2/6/2017,MONDAY,TOWN OWNED,35.82003614,-78.78341456,CARY RESERVE AT WESTON APTS,CARY RESERVE AT WESTON APARTMENTS,16-May-12,Active,Yes,Active,10934,Burglary,Part I,N,35.820036139; -78.78341456,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,111,P080,17001097,0001-01-01 11:00:37+00:00,0001-01-01 17:39:38+00:00,2/6/2017,2/6/2017,MONDAY,TOWN OWNED,35.82003614,-78.78341456,CARY RESERVE AT WESTON APTS,CARY RESERVE AT WESTON APARTMENTS,16-May-12,Active,Yes,Active,10935,Burglary,Part I,N,35.820036139; -78.78341456,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,112,P027,16010267,0001-01-01 13:20:00+00:00,0001-01-01 14:25:00+00:00,11/29/2016,11/29/2016,TUESDAY,TOWN OWNED,35.75569135,-78.77372395,,FARREN FOREST,,,No,,11112,Burglary,Part I,N,35.755691348; -78.77372395,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,112,P027,17006652,0001-01-01 08:00:00+00:00,0001-01-01 08:39:00+00:00,8/5/2017,8/6/2017,SUNDAY,TOWN OWNED,35.76493532,-78.7808106,,KILDAIRE EXECUTIVE PARK,,,No,,11114,Burglary,Part I,N,35.764935319; -78.7808106,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,113,P060,17002294,0001-01-01 17:00:00+00:00,0001-01-01 03:33:25+00:00,3/17/2017,3/18/2017,SATURDAY,TOWN OWNED,35.79130237,-78.74867186,,CENTRAL ZONE,,,No,,11756,Burglary,Part I,N,35.791302374; -78.74867186,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,114,P026,17000757,0001-01-01 21:00:00+00:00,0001-01-01 06:56:00+00:00,1/25/2017,1/26/2017,THURSDAY,TOWN OWNED,35.79077797,-78.79102496,,TCAP ZONE,,,No,,11948,Burglary,Part I,N,35.790777972; -78.79102496,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,114,P036,16009800,0001-01-01 17:50:00+00:00,0001-01-01 18:45:00+00:00,11/14/2016,11/14/2016,MONDAY,TOWN OWNED,35.78182863,-78.79506023,,CHATHAM WOODS DUPLEX,,,No,,12209,Burglary,Part I,N,35.781828626; -78.79506023,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,114,P063,17007259,0001-01-01 10:30:00+00:00,0001-01-01 10:37:22+00:00,8/24/2017,8/24/2017,THURSDAY,TOWN OWNED,35.79247403,-78.80315977,,,,,No,,12233,Burglary,Part I,N,35.792474031; -78.80315977,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,115,P005,17005372,0001-01-01 12:00:18+00:00,0001-01-01 17:00:19+00:00,6/9/2017,6/24/2017,SATURDAY,TOWN OWNED,35.74880068,-78.77650677,,LAWNS,,,,,,,,,,,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,115,P037,17000394,0001-01-01 22:00:00+00:00,0001-01-01 08:00:00+00:00,1/13/2017,1/14/2017,SATURDAY,TOWN OWNED,35.77132036,-78.80351464,,IAC (ISLAMIC) ACTIVITY CENTER,,,No,,12528,Burglary,Part I,N,35.771320362; -78.80351464,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,115,P039,16009767,0001-01-01 09:30:00+00:00,0001-01-01 16:30:00+00:00,11/13/2016,11/13/2016,SUNDAY,TOWN OWNED,35.76546447,-78.78984649,CARY PINES APTS,CARY PINES APTS,3-Jan-11,Active,Yes,Active,12731,Burglary,Part I,N,35.765464472; -78.78984649,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,115,P040,17001247,0001-01-01 17:00:00+00:00,0001-01-01 10:00:00+00:00,2/7/2017,2/10/2017,FRIDAY,TOWN OWNED,35.75985153,-78.81301399,,APPLECROSS TOWNHOMES,,,No,,12813,Burglary,Part I,,35.759851525; -78.81301399,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,116,P043,17006331,0001-01-01 14:58:42+00:00,0001-01-01 14:58:43+00:00,7/26/2017,7/26/2017,WEDNESDAY,TOWN OWNED,35.71385462,-78.80890932,,SOUTH ZONE,,,No,,13029,Burglary,Part I,N,35.713854623; -78.80890932,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,116,P052,16010447,0001-01-01 16:00:00+00:00,0001-01-01 01:17:26+00:00,11/30/2016,12/5/2016,MONDAY,TOWN OWNED,35.71088579,-78.7911638,,FOREST CREEK,,,No,,13135,Burglary,Part I,N,35.71088579; -78.7911638,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,116,P053,17003823,0001-01-01 21:30:00+00:00,0001-01-01 09:00:00+00:00,5/5/2017,5/6/2017,SATURDAY,TOWN OWNED,35.73852748,-78.77751237,,WAVERLY PLACE,,,No,,13181,Burglary,Part I,N,35.738527475; -78.77751237,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,117,P001,17005217,0001-01-01 13:15:00+00:00,0001-01-01 12:45:00+00:00,6/17/2017,6/19/2017,MONDAY,TOWN OWNED,35.78102418,-78.82537225,,FRED G BOND PARK,,,No,,13298,Burglary,Part I,N,35.781024183; -78.82537225,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,117,P118,16010643,0001-01-01 21:56:34+00:00,0001-01-01 21:56:35+00:00,12/9/2016,12/9/2016,FRIDAY,TOWN OWNED,35.77594941,-78.87662709,,HARMONY,,,No,,13677,Burglary,Part I,N,35.775949413; -78.87662709,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,117,P118,17000649,0001-01-01 14:02:00+00:00,0001-01-01 14:30:00+00:00,1/21/2017,1/22/2017,SUNDAY,TOWN OWNED,35.77019332,-78.89049095,,MANOR AT GREEN LEVEL CROSSING,,,No,,13679,Burglary,Part I,N,35.770193317; -78.89049095,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,118,P004,17004562,0001-01-01 19:30:00+00:00,0001-01-01 11:00:00+00:00,5/25/2017,5/27/2017,SATURDAY,TOWN OWNED,35.74076105,-78.75539032,AMBERWOOD AT LOCHMERE APTS.,AMBERWOOD AT LOCHMERE APTS,26-Mar-13,Suspende,Yes,Active,13772,Burglary,Part I,Y,35.740761052; -78.75539032,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D3,118,P045,17000042,0001-01-01 12:00:00+00:00,0001-01-01 15:40:00+00:00,12/29/2016,1/2/2017,MONDAY,TOWN OWNED,35.75181945,-78.73734511,,FRANKLIN AT CROSSROADS,,,No,,13843,Burglary,Part I,N,35.751819448; -78.73734511,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,119,P074,16009062,0001-01-01 07:30:00+00:00,0001-01-01 17:00:00+00:00,10/21/2016,10/21/2016,FRIDAY,TOWN OWNED,35.86272583,-78.89663111,CHANCERY VILLAGE AT THE PARK APTS.,CHANCERY VILLAGE AT THE PARK,3-Jan-11,Active,Yes,Active,14202,Burglary,Part I,N,35.862725827; -78.89663111,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,119,P074,17002288,0001-01-01 06:45:00+00:00,0001-01-01 23:00:00+00:00,3/17/2017,3/17/2017,FRIDAY,TOWN OWNED,35.85470244,-78.89631697,BEXLEY AT TRIANGLE PARK APTS,BEXLEY AT TRIANGLE PARK,19-Sep-12,Active,Yes,Active,14206,Burglary,Part I,,35.854702444; -78.89631697,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,119,P074,17005098,0001-01-01 07:30:00+00:00,0001-01-01 10:30:00+00:00,6/9/2017,6/15/2017,THURSDAY,TOWN OWNED,35.86272583,-78.89663111,CHANCERY VILLAGE AT THE PARK APTS.,CHANCERY VILLAGE AT THE PARK,3-Jan-11,Active,Yes,Active,14212,Burglary,Part I,N,35.862725827; -78.89663111,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,119,P074,17006326,0001-01-01 08:30:00+00:00,0001-01-01 11:30:00+00:00,7/26/2017,7/26/2017,WEDNESDAY,TOWN OWNED,35.84984495,-78.89996629,,,,,No,,14217,Burglary,Part I,N,35.849844947; -78.89996629,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,119,P076,16011091,0001-01-01 17:15:00+00:00,0001-01-01 20:00:00+00:00,12/21/2016,12/21/2016,WEDNESDAY,TOWN OWNED,35.82320046,-78.90475558,,ARLINGTON PARK @ AMBERLY,,,No,,14299,Burglary,Part I,N,35.823200462; -78.90475558,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,120,P055,17002218,0001-01-01 16:00:00+00:00,0001-01-01 10:00:00+00:00,3/11/2017,3/14/2017,TUESDAY,TOWN OWNED,35.79161,-78.76515983,,CHATHAM SQUARE SHOPPING CENTER,,,No,,14578,Burglary,Part I,N,35.791609999; -78.76515983,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,120,P055,17007941,0001-01-01 02:00:00+00:00,0001-01-01 05:00:29+00:00,9/14/2017,9/14/2017,THURSDAY,TOWN OWNED,35.79024562,-78.77001934,,,,,No,,14580,Burglary,Part I,N,35.79024562; -78.77001934,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,120,P057,17007172,0001-01-01 22:28:00+00:00,0001-01-01 22:28:01+00:00,8/21/2017,8/21/2017,MONDAY,TOWN OWNED,35.78380241,-78.76245147,MAYNARD SUMMIT TOWNHOMES,MAYNARD SUMMIT TOWNHOMES,24-Aug-11,Active,Yes,Active,14748,Burglary,Part I,N,35.783802413; -78.76245147,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D1,120,P057,17007791,0001-01-01 19:00:00+00:00,0001-01-01 12:00:00+00:00,9/8/2017,9/9/2017,SATURDAY,TOWN OWNED,35.78292472,-78.7631958,MAYNARD SUMMIT TOWNHOMES,MAYNARD SUMMIT TOWNHOMES,24-Aug-11,Active,Yes,Active,14749,Burglary,Part I,N,35.782924724; -78.7631958,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,121,P011,17002342,0001-01-01 15:45:00+00:00,0001-01-01 21:02:00+00:00,3/16/2017,3/19/2017,SUNDAY,TOWN OWNED,35.83688753,-78.85484024,,TWIN LAKES,,,No,,15044,Burglary,Part I,N,35.836887525; -78.85484024,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,121,P011,17006344,0001-01-01 12:30:32+00:00,0001-01-01 17:44:33+00:00,7/26/2017,7/26/2017,WEDNESDAY,TOWN OWNED,35.83193689,-78.85022723,,WESTPORT AT TWIN LAKES,,,No,,15048,Burglary,Part I,N,35.831936889; -78.85022723,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,121,P011,17007233,0001-01-01 10:00:46+00:00,0001-01-01 14:13:47+00:00,8/18/2017,8/18/2017,FRIDAY,TOWN OWNED,35.83179828,-78.8492154,,WESTPORT AT TWIN LAKES,,,No,,15050,Burglary,Part I,N,35.831798279; -78.8492154,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,121,P067,17000712,0001-01-01 02:47:38+00:00,0001-01-01 02:47:39+00:00,1/25/2017,1/25/2017,WEDNESDAY,TOWN OWNED,35.79064282,-78.82754323,,PRESTON CORNERS SHOP CENTER,,,No,,15103,Burglary,Part I,N,35.790642823; -78.82754323,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,121,P078,16010526,0001-01-01 06:10:00+00:00,0001-01-01 19:15:00+00:00,12/6/2016,12/6/2016,TUESDAY,TOWN OWNED,35.8062868,-78.83617738,,PENINSULA AT PRESTON,,,No,,15249,Burglary,Part I,N,35.806286804; -78.83617738,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,122,P072,17002429,0001-01-01 09:00:42+00:00,0001-01-01 14:10:43+00:00,3/22/2017,3/22/2017,WEDNESDAY,TOWN OWNED,35.80696883,-78.87910922,,HIGHCROFT VILLAGE PH 4,,,No,,15265,Burglary,Part I,N,35.806968829; -78.87910922,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,122,P081,16009513,0001-01-01 14:30:00+00:00,0001-01-01 09:28:12+00:00,10/30/2016,11/5/2016,SATURDAY,TOWN OWNED,35.81063008,-78.92176906,,SOUTHWEST ZONE,,,No,,15271,Burglary,Part I,N,35.810630084; -78.92176906,Everything,
BURGLARY,BURGLARY - FORCIBLE ENTRY,,510,D2,122,P081,17000599,0001-01-01 10:00:00+00:00,0001-01-01 20:35:00+00:00,1/20/2017,1/20/2017,FRIDAY,TOWN OWNED,35.80721596,-78.91084511,,SOUTHBRIDGE,,,No,,15273,Burglary,Part I,N,35.807215961; -78.91084511,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D3,112,P003,17003078,0001-01-01 22:15:51+00:00,0001-01-01 22:15:52+00:00,4/12/2017,4/12/2017,WEDNESDAY,TOWN OWNED,35.77088798,-78.74775766,,WALNUT RIDGE,,,No,,17007,Burglary,Part I,N,35.770887984; -78.74775766,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D1,113,P031,16008974,0001-01-01 21:15:00+00:00,0001-01-01 21:30:00+00:00,10/18/2016,10/18/2016,TUESDAY,TOWN OWNED,35.80100934,-78.76992759,GREGORY SOUTH,LANDMARK AT WATERCREST,24-Aug-11,Active,Yes,Active,17094,Burglary,Part I,N,35.801009343; -78.76992759,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D1,114,P036,16010375,0001-01-01 17:46:31+00:00,0001-01-01 17:46:32+00:00,12/2/2016,12/2/2016,FRIDAY,TOWN OWNED,35.78377053,-78.78996414,,RIDGECREST,,,No,,17167,Burglary,Part I,N,35.783770533; -78.78996414,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D3,116,P054,17004171,0001-01-01 13:00:00+00:00,0001-01-01 20:00:00+00:00,5/10/2017,5/10/2017,WEDNESDAY,TOWN OWNED,35.71737698,-78.79552659,,CARY RETIREMENT RESIDENCE,,,No,,17329,Burglary,Part I,N,35.717376976; -78.79552659,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,117,P118,17007481,0001-01-01 22:37:00+00:00,0001-01-01 22:37:00+00:00,8/25/2017,8/25/2017,FRIDAY,TOWN OWNED,35.77346939,-78.89830771,,H-7 HIGH SCHOOL,,,No,,17446,Burglary,Part I,N,35.773469392; -78.89830771,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D3,118,P046,16009144,0001-01-01 21:15:00+00:00,0001-01-01 06:30:00+00:00,10/23/2016,10/24/2016,MONDAY,TOWN OWNED,35.74410128,-78.74763896,,FRANKLIN CHASE,,,No,,17475,Burglary,Part I,N,35.744101278; -78.74763896,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,119,P016,17003100,0001-01-01 17:40:00+00:00,0001-01-01 18:20:00+00:00,4/13/2017,4/13/2017,THURSDAY,TOWN OWNED,35.82506473,-78.89992949,,CARY PARK TOWNHOMES,,,No,,17505,Burglary,Part I,,35.825064733; -78.89992949,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,119,P076,17004970,0001-01-01 19:00:00+00:00,0001-01-01 22:15:00+00:00,6/10/2017,6/10/2017,SATURDAY,TOWN OWNED,35.82427695,-78.91146722,,WASHINGTON SQUARE @ AMBERLY,,,No,,17559,Burglary,Part I,N,35.824276954; -78.91146722,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,119,P076,17007177,0001-01-01 22:00:00+00:00,0001-01-01 08:00:00+00:00,8/21/2017,8/22/2017,TUESDAY,TOWN OWNED,35.83216155,-78.91142485,,VILLAGE SQUARE AT AMBERLY,,,No,,17561,Burglary,Part I,N,35.832161551; -78.91142485,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,119,P076,17007450,0001-01-01 23:50:49+00:00,0001-01-01 23:57:50+00:00,8/29/2017,8/29/2017,TUESDAY,TOWN OWNED,35.8385186,-78.92456856,,DUNHILL,,,No,,17562,Burglary,Part I,Y,35.838518601; -78.92456856,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,122,P015,16009995,0001-01-01 17:30:00+00:00,0001-01-01 22:00:00+00:00,11/20/2016,11/20/2016,SUNDAY,TOWN OWNED,35.80074717,-78.89493479,,HILLIARD FOREST SUBDIVISION,,,No,,17708,Burglary,Part I,N,35.800747174; -78.89493479,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,122,P015,17005557,0001-01-01 11:38:34+00:00,0001-01-01 11:38:35+00:00,6/30/2017,6/30/2017,FRIDAY,TOWN OWNED,35.81909709,-78.89901517,GROVE AT CARY PARK APTS.,GROVE AT CARY PARK,1-Mar-11,Active,Yes,Active,17710,Burglary,Part I,N,35.819097088; -78.89901517,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,122,P072,16009781,0001-01-01 18:00:00+00:00,0001-01-01 09:28:00+00:00,11/11/2016,11/14/2016,MONDAY,TOWN OWNED,35.80376429,-78.88940003,,GREEN HOPE CROSSING SUBDIVISION,,,No,,17721,Burglary,Part I,N,35.803764286; -78.88940003,Everything,
BURGLARY,BURGLARY - NON-FORCED ENTRY,,520,D2,122,P081,17003260,0001-01-01 05:15:04+00:00,0001-01-01 05:15:05+00:00,4/19/2017,4/19/2017,WEDNESDAY,TOWN OWNED,35.81768654,-78.91572448,,CARY PARK,,,No,,17729,Burglary,Part I,N,35.817686538; -78.91572448,Everything,
ALL OTHER,COUNTERFEITING - UNDETERMINED,,1027,D3,116,P053,16009963,0001-01-01 14:10:00+00:00,0001-01-01 14:20:00+00:00,11/19/2016,11/19/2016,SATURDAY,TOWN OWNED,35.73852748,-78.77751237,,WAVERLY PLACE,,,No,,17839,Forgery,Part II,N,35.738527475; -78.77751237,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,116,P052,16010149,0001-01-01 16:32:00+00:00,0001-01-01 16:40:00+00:00,11/25/2016,11/25/2016,FRIDAY,TOWN OWNED,35.70616969,-78.79670015,,MILL POND VILLAGE,,,No,,18036,Forgery,Part II,N,35.70616969; -78.79670015,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,116,P053,17001545,0001-01-01 18:30:00+00:00,0001-01-01 09:37:00+00:00,2/15/2017,2/21/2017,TUESDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,18055,Forgery,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,116,P053,17006804,0001-01-01 16:30:00+00:00,0001-01-01 16:30:00+00:00,8/10/2017,8/10/2017,THURSDAY,TOWN OWNED,35.73968405,-78.7789919,,WAVERLY PLACE,,,No,,18058,Forgery,Part II,N,35.739684054; -78.7789919,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,116,P053,17007748,0001-01-01 14:32:00+00:00,0001-01-01 08:00:00+00:00,9/7/2017,9/8/2017,FRIDAY,TOWN OWNED,35.73727211,-78.78216601,,CRESCENT COMMONS SHOP CENTER,,,No,,18059,Forgery,Part II,N,35.737272111; -78.78216601,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,118,P004,16011005,0001-01-01 20:00:00+00:00,0001-01-01 20:15:00+00:00,12/18/2016,12/18/2016,SUNDAY,TOWN OWNED,35.74434878,-78.76138778,,WELLINGTON PARK SHOP CENTER,,,No,,18102,Forgery,Part II,N,35.744348783; -78.76138778,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,118,P046,17001178,0001-01-01 10:45:00+00:00,0001-01-01 11:00:00+00:00,2/9/2017,2/9/2017,THURSDAY,TOWN OWNED,35.74350478,-78.73837341,,SWIFT CREEK SHOPPING CENTER,,,No,,18148,Forgery,Part II,N,35.743504781; -78.73837341,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,118,P046,17007009,0001-01-01 20:20:47+00:00,0001-01-01 20:30:48+00:00,8/16/2017,8/16/2017,WEDNESDAY,TOWN OWNED,35.74529083,-78.73850244,,SOUTHEAST ZONE,,,No,,18150,Forgery,Part II,N,35.74529083; -78.73850244,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D3,118,P120,17004808,0001-01-01 18:30:29+00:00,0001-01-01 18:35:30+00:00,6/5/2017,6/5/2017,MONDAY,TOWN OWNED,35.76005175,-78.74212875,,CROSSROADS PLAZA SHOP CENTER,,,No,,18161,Forgery,Part II,N,35.760051747; -78.74212875,Everything,
ALL OTHER,COUNTERFEITING - USING,,1026,D1,120,P061,17005728,0001-01-01 16:20:00+00:00,0001-01-01 16:25:00+00:00,7/6/2017,7/6/2017,THURSDAY,TOWN OWNED,35.77240357,-78.76373227,,CARY TOWNE CENTER,,,No,,18197,Forgery,Part II,N,35.772403568; -78.76373227,Everything,
ALL OTHER,DISORDERLY CONDUCT,,2410,D3,115,P006,17002363,0001-01-01 13:39:52+00:00,0001-01-01 13:39:53+00:00,3/20/2017,3/20/2017,MONDAY,TOWN OWNED,35.76360483,-78.78971311,,MATCH POINT VILLAGE TWNHMS,,,No,,18862,Disorderly Conduct,Part II,N,35.763604828; -78.78971311,Everything,
ALL OTHER,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,,2450,D3,112,P083,17004117,0001-01-01 21:44:00+00:00,0001-01-01 21:44:00+00:00,5/15/2017,5/15/2017,MONDAY,TOWN OWNED,35.76406552,-78.74339687,,SOUTH HILLS SHOPPING CENTER,,,No,,18989,Disorderly Conduct,Part II,N,35.76406552; -78.74339687,Everything,
ALL OTHER,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,,2450,D3,112,P083,17005138,0001-01-01 14:45:00+00:00,0001-01-01 14:47:00+00:00,6/16/2017,6/16/2017,FRIDAY,TOWN OWNED,35.76385384,-78.74727397,,SOUTHEAST ZONE,,,No,,18990,Disorderly Conduct,Part II,N,35.763853841; -78.74727397,Everything,
ALL OTHER,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,,2450,D1,114,P026,16011178,0001-01-01 04:06:20+00:00,0001-01-01 04:06:21+00:00,12/24/2016,12/24/2016,SATURDAY,TOWN OWNED,35.7887874,-78.78384806,,TCAP ZONE,,,No,,19015,Disorderly Conduct,Part II,N,35.788787396; -78.78384806,Everything,
ALL OTHER,DISORDERLY CONDUCT - DRUNK AND DISRUPTIVE,,2450,D1,120,P061,17003018,0001-01-01 23:21:13+00:00,0001-01-01 23:21:14+00:00,4/10/2017,4/10/2017,MONDAY,TOWN OWNED,35.7763615,-78.76466468,,CARY VILLAGE SQUARE,,,No,,19078,Disorderly Conduct,Part II,N,35.776361503; -78.76466468,Everything,
ALL OTHER,DRUG ACTIVITY,,2690,D3,112,P083,17006354,0001-01-01 13:00:00+00:00,0001-01-01 13:30:00+00:00,7/27/2017,7/27/2017,THURSDAY,TOWN OWNED,35.76176701,-78.74781981,,SOUTHEAST ZONE,,,No,,19387,All Other Offenses,All Other,N,35.761767006; -78.74781981,Everything,
